id,subBooks
978-7-5167-3581-7,职业技能提高实战演练丛书
978-7-214-22549-8,中国古典文学传世名著丛书 : 绣像精注典藏版
978-7-115-49558-7,小马宝莉
978-7-5447-7275-4,鲁迅自编文集
978-7-206-14816-3,吕思勉文集
978-7-5020-7010-6,唯美阅读
978-7-5597-0562-4,笨狼的故事 : 注音版
978-7-5200-0315-5,儿童情绪管理图画书
978-7-214-22557-3,人文赣榆丛书
978-7-5190-3379-8,翰墨童书坊
978-7-5455-4229-5,汪汪队立大功中英双语有声故事书
978-7-5203-2467-0,社会主义文化基因丛书
978-7-5054-4281-8,清末民初文献丛刊
978-7-5346-7402-0,巴啦啦小魔仙梦幻旋律
978-7-5596-1886-3,绘本中华故事
978-7-5409-7819-8,圣立作家文丛
978-7-5585-2242-0,意林・轻文库
978-7-5448-5257-9,萌鸡小队图画故事书
978-7-5213-0384-1,丽声北极星分级绘本
978-7-5393-3869-9,欢乐岛幼儿音乐游戏绘本
978-7-5584-0827-4,熊小米成长记
978-7-5593-4087-0,中华文脉
978-7-5593-2088-9,世界著名童话系列绘本
978-7-5559-0571-4,百年中篇小说名家经典
978-7-300-25511-8,当代中国人文大系
978-7-5435-8471-6,我们的广西
978-7-5387-5669-2,“我的青春我的梦”全国中学生校园美文精品集萃丛书
978-7-121-30977-9,王道考研系列
978-7-02-013583-7,恋上古诗词 : 版画插图版
978-7-5126-6699-3,乡之韵
978-7-5492-6116-1,小脚鸭经典故事绘本馆
978-7-5326-5186-3,民国文人系列
978-7-100-16186-2,世说中国书系
978-7-5139-2144-2,经典随身读
978-7-5492-5808-6,长江三峡文化丛书
978-7-5205-0398-3,星星诗文库
978-7-5205-0922-0,亲历者说・中国故事
978-7-5597-0827-4,胡小闹日记 : 升级经典版
978-7-5213-0067-3,七色龙汉语分级阅读
978-7-5171-2830-4,雄风文丛
978-7-5482-3322-0,云南大学“理解中国”系列丛书
978-7-5562-3567-4,阳光姐姐小说树
978-7-5580-4596-7,超级飞侠4
978-7-5204-0377-1,大美红山
978-7-5657-2264-6,中国传媒大学青年学者文丛
978-7-5568-3778-6,梅子涵图画小说
978-7-5126-6359-6,春花集
978-7-5597-0790-1,淘气包马小跳系列 : 典藏升级版
978-7-5593-1480-2,中华少年好读物
978-7-5673-0518-2,国防科技大学院士传记丛书
978-7-5126-6674-0,辽西文集
978-7-5704-0462-9,写给儿童的中华传统文化故事
978-7-5444-8286-8,看图说话绘本馆
978-7-100-16232-6,林谷芳作品
978-7-202-13844-1,河北金石文化丛书之太行山系列
978-7-5126-6401-2,知夏集
978-7-5593-2431-3,影响孩子一生的经典读物
978-7-100-16396-5,中华当代学术著作辑要
978-7-5126-6350-3,秉烛书存
978-7-5564-2075-9,大侦探福尔摩斯
978-7-5414-9765-0,365夜睡前故事
978-7-106-04918-8,粤风文丛
978-7-5319-5766-9,《我们的家园・寻找失落的海洋》原创海洋科普文学大系
978-7-5682-6324-5,恋练有分
978-7-5203-3789-2,四川大学文学与新闻学院研究生导师丛书
978-7-5126-6678-8,情曼巴渝
978-7-5409-7819-8,圣立作家文丛
978-7-5016-1397-7,笨狼的故事
978-7-5183-2596-2,温情疗愈儿童小说系列
978-7-5505-1268-9,中国新神话
978-7-5126-5965-0,雨润书香
978-7-5470-4964-8,情绪管理故事
978-7-100-16356-9,汉译世界学术名著丛书
978-7-5201-3636-5,残疾人事业蓝皮书
978-7-5168-1742-1,做最棒的自己！
978-7-5137-1260-6,小小豆豆系列
978-7-5313-5456-7,百年百部中篇正典
978-7-5201-3350-0,社会政策丛书
978-7-5110-4491-4,中国传统修身故事绘本
978-7-5596-1886-3,绘本中华故事
978-7-5397-9982-7,徐玲纯爱小说系列 : 美绘版
978-7-5126-6585-9,紫云文萃
978-7-5680-4502-5,中国旅游智库学术研究文库
978-7-5498-3852-3,意林・时间猎人
978-7-5347-9930-3,东亚唐诗学文献丛刊
978-7-309-13804-7,复旦博学
978-7-5552-5540-6,十三经精解
978-7-5449-6836-2,21世纪中国朝鲜族儿童文学优秀作品选集
978-7-5126-6616-0,里下河泽文追梦
978-7-5126-6284-1,三峡风韵
978-7-5202-0294-7,北京师范大学新兴市场研究院文库
978-7-5183-2963-2,发现之旅
978-7-5439-7753-2,传统文化修养丛书
978-7-5572-0400-6,语文新课标必读名著
978-7-5584-0531-0,小河丁丁少年西峒系列
978-7-5110-4489-1,中国传统修身故事绘本
978-7-5585-1966-6,成长关键期全阅读
978-7-119-11427-9,读懂中国
978-7-5310-9391-6,果果镇系列丛书
978-7-5365-8704-5,熊熊乐园2拼读故事书
978-7-5183-0705-0,中国科技史图画书
978-7-5153-5274-9,第34届青春诗会诗丛
978-7-5492-5933-5,小脚鸭情商管理小绘本
978-7-122-32902-8,国家电子商务发展丛书
978-7-119-11474-3,读懂中国
978-7-5671-3067-8,无障碍阅读
978-7-5589-0391-5,神兽少年团
978-7-5562-3981-8,逗逗镇的成语故事 : 注音版
978-7-5581-4611-4,语文新课标必读丛书
978-7-5446-5470-8,“一带一路”社会文化多语图解系列词典
978-7-5014-5830-1,刑警故事丛书
978-7-5350-7413-3,肖定丽经典童话系列
978-7-5671-3068-5,无障碍阅读
978-7-5126-6314-5,泸溪集
978-7-5304-9356-4,竹兜育儿亲子绘本
978-7-5536-7900-6,小猪唛嘎绘本馆
978-7-5334-8202-2,画话中国传统文化绘本
978-7-5410-7863-7,国学经典文库
978-7-5213-0232-5,世界语言学与应用语言学研究丛书
978-7-5388-9338-0,东北民俗文化系列
978-7-5306-7272-3,现代文学名著原版珍藏
978-7-5596-2104-7,陶小淘日记
978-7-5054-4252-8,清末民初文献丛刊
978-7-5212-0160-4,不可思议遇见你
978-7-02-014430-3,王安忆长篇小说
978-7-5702-0062-7,2017年选系列丛书
978-7-5393-3814-9,欢乐岛幼儿音乐游戏绘本
978-7-5585-2201-7,给青春的小情书
978-7-5315-7807-9,超级智慧大比拼
978-7-5585-2398-4,意林・轻文库
978-7-208-15077-5,国外俄苏研究丛书
978-7-5203-2996-5,国家智库报告
978-7-5540-1275-8,蠹鱼文丛
978-7-5126-6324-4,春晖
978-7-5645-5318-0,书香寇家
978-7-5085-3968-3,当代中国系列
978-7-5560-7756-4,徐玲美味校园
978-7-5414-9883-1,猪猪侠之竞球小英雄・儿童品格培养识字故事书
978-7-5589-0443-1,十二生肖上学记
978-7-101-13071-3,中国古典文学基本丛书
978-7-5570-1235-9,新课标课外指定阅读丛书
978-7-5597-0756-7,张秋生恐龙历险童话
978-7-5317-4328-6,城市映像
978-7-5699-2468-8,写给孩子的动物文学馆
978-7-5699-2481-7,中华经典轻松读
978-7-5608-8341-0,“一带一路”与中华文化国际传播丛书
978-7-5085-3851-8,七田真・心灵养育绘本
978-7-5093-7765-9,法律一本通
978-7-5126-6557-6,益清远行
978-7-5598-1320-6,独秀女作家文丛
978-7-5126-6709-9,红叶文集
978-7-5667-1552-4,开卷随笔文丛
978-7-5301-4923-2,蒲公英中国儿童文学名家精品丛书
978-7-5347-9836-8,谭旭东儿童诗绘本
978-7-5597-0686-7,奇想三国
978-7-5032-5973-9,中国区域科学协会区域旅游开发专业委员会系列丛书
978-7-01-019051-8,大师话人生
978-7-5595-1511-7,朗朗阅读书系
978-7-5213-0376-6,小马宝莉英语启蒙韵文故事纸板书
978-7-5493-6349-0,Read Aloud
978-7-5649-3316-6,“深扎”文丛
978-7-5126-6830-0,谦德国学文库
978-7-5702-0698-8,小方熊猫・我的第一套自然拼读启蒙书
978-7-5205-0347-1,百年中国记忆・文化大家
978-7-5315-7637-2,中国当代儿童文学名家精品自选集
978-7-115-47360-8,童趣文学新课标名著阅读
978-7-5200-0229-5,常江文集
978-7-5657-2272-1,“我们爱朗读”系列丛书
978-7-5213-0385-8,丽声北极星分级绘本
978-7-5671-3063-0,上海理工大学人文社会科学系列
978-7-5137-1283-5,棉花糖和云朵妈妈图画故事书
978-7-5597-0784-0,淘气包马小跳系列 : 典藏升级版
978-7-5126-6629-0,诗林撷芳
978-7-115-49597-6,理财商学院
978-7-5580-5118-0,百年新诗百部典藏
978-7-5334-8124-7,语文新课标必读丛书
978-7-5589-0444-8,十二生肖上学记
978-7-5201-2542-0,杨小凯学术文库
978-7-5414-9882-4,猪猪侠之竞球小英雄・儿童品格培养识字故事书
978-7-5126-6402-9,浦东作家
978-7-307-20027-2,美德培养故事
978-7-5202-0304-3,故宫里的大怪兽 : 彩绘注音版
978-7-5340-6648-1,语文新课标课外阅读必读丛书
978-7-5201-3573-3,上海研究院纪念改革开放40周年丛书
978-7-5560-8173-8,百年百部中国儿童文学经典书系 : 精选注音书
978-7-5126-6343-5,湘江文苑
978-7-5397-9816-5,小树苗儿童成长经典阅读宝库
978-7-5137-1278-1,葛冰暖心童话屋
978-7-5585-2202-4,意林・小文学
978-7-225-05614-2,中国西部女作家散文自选丛书
978-7-5126-6357-2,文博雅韵
978-7-5500-2951-4,大家讲谈
978-7-5441-9829-5,新世纪敬老扶少文学出版工程书系
978-7-5051-4622-8,写给儿童的中国历史
978-7-5613-9074-0,“新课标・全悦读”丛书
978-7-5213-0248-6,步客口袋书
978-7-5653-3322-4,公安院校青年学者学术文库
978-7-5093-9255-3,博学通识系列
978-7-221-13025-9,阅读123
978-7-5570-1223-6,课外必读的名人故事
978-7-5085-3930-0,西人中国纪事
978-7-5484-4243-1,诡故事
978-7-5334-8150-6,语文新课标必读丛书
978-7-5126-6773-0,星空集
978-7-5593-2434-4,影响孩子一生的经典读物
978-7-5596-2073-6,滕王阁秘闻
978-7-5213-0192-2,聪明豆绘本系列
978-7-5350-7505-5,新文学经典
978-7-5597-1085-7,少年冒险王
978-7-5126-6631-3,韶韵
978-7-5410-7945-0,风雅颂文丛
978-7-5692-2087-2,状元龙教辅全本名著系列
978-7-5501-4959-5,湛江红土诗社成立三十周年丛书
978-7-81142-671-7,世界经典寓言绘本丛书
978-7-5414-9614-1,太阳鸟・儿童生态文学双语读本
978-7-5440-9753-6,薄冰英语语法系列
978-7-206-15270-2,满族口头遗产传统说部丛书
978-7-5396-5737-0,张恨水作品典藏
978-7-5585-2670-1,意林・小小姐
978-7-5613-9318-5,“新课标・全悦读”丛书
978-7-5455-4054-3,儿童文学传世大系
978-7-5205-0351-8,百年中国记忆・文化大家
978-7-5137-1321-4,棉花糖和云朵妈妈图画故事书
978-7-5188-0588-4,心灵四书
978-7-5137-1278-1,棉花糖和云朵妈妈图画故事书
978-7-302-49382-2,繁星丛书
978-7-5688-4508-3,民族之魂
978-7-202-13575-4,面包熊物理绘本
978-7-5126-6385-5,金点诗文
978-7-5582-1953-5,荆楚文化丛书
978-7-5213-0479-4,RoyalABC语言学习故事书
978-7-5153-5273-2,第34届青春诗会诗丛
978-7-5395-6574-3,彩虹桥名家散文诗系列
978-7-224-12768-3,米脂文艺丛书
978-7-5056-3509-8,绘本《西游记》故事
978-7-210-10862-7,中国改革开放全景录丛书
978-7-122-33153-3,酒店餐饮互动英语口语课堂
978-7-300-26223-9,马克思主义研究论库
978-7-5321-6812-5,鹅卵石诗丛
978-7-5126-6615-3,新天地文萃
978-7-5455-3723-9,爱阅读
978-7-5589-0359-5,绘心寓意・中国古代寓言典藏图画书
978-7-5379-7909-2,冒险奇兵
978-7-5131-4159-8,文心经典阅读书系
978-7-5699-2399-5,李姗姗科学童话
978-7-5056-3595-1,绘本中国经典故事
978-7-5541-3241-8,小汉字大故事
978-7-5110-3222-5,中国传统修身故事绘本
978-7-5201-2345-7,街道蓝皮书
978-7-5682-5973-6,统编语文新教材指定阅读书系
978-7-5474-2671-5,琅治目?
978-7-5110-3015-3,中国传统修身故事绘本
978-7-5205-0029-6,民国通俗小说典藏文库
978-7-5101-5913-8,好玩儿的数学绘本
978-7-5301-5212-6,中国当代少年科幻名人佳作丛书
978-7-5313-5350-8,āōē名著
978-7-5126-5967-4,素语初心
978-7-5392-9817-7,大家学术文库
978-7-5597-0777-2,淘气包马小跳系列 : 典藏升级版
978-7-5210-0204-1,海洋宝贝系列故事
978-7-5148-4874-8,名家新作
978-7-5126-6794-5,文心
978-7-115-47805-4,迪士尼英语分级读物
978-7-5695-0047-9,中小学生阅读文库
978-7-5205-0059-3,民国通俗小说典藏文库
978-7-5548-2554-9,幼儿国学启蒙经典
978-7-214-21855-1,盐城文化丛书
978-7-5464-2052-3,大熊猫Tubby系列
978-7-5694-1072-3,航航的成长季
978-7-5443-8036-2,刑警罗飞系列
978-7-5213-0214-1,托马斯和朋友我的第一套自然拼读绘本
978-7-5095-8214-5,健康保险系列丛书
978-7-5699-2208-0,满天星系列
978-7-5213-0474-9,RoyalABC语言学习故事书
978-7-5361-6314-0,文化自信与中国现当代文学丛书
978-7-5046-8030-3,老科学家学术成长资料采集工程丛书
978-7-5704-0464-3,写给儿童的中华传统文化故事
978-7-5538-0868-0,古典名著普及文库
978-7-5013-6484-8,国学基本典籍丛刊
978-7-5126-6219-3,笔润春秋
978-7-112-21892-9,休闲农业与乡村旅游发展丛书
978-7-101-13262-5,国民阅读经典
978-7-5559-0549-3,从维熙文集
978-7-5688-4515-1,民族之魂
978-7-112-22326-8,执业资格考试丛书
978-7-81142-663-2,世界经典寓言绘本丛书
978-7-108-06136-2,茨威格人物传记
978-7-5126-6023-6,岁月的足音
978-7-5015-9664-5,刘学林动物小说经典书系
978-7-5594-1847-0,祥宁居选集
978-7-5594-3045-8,古槐树下 : 铜山作家精品文库
978-7-5051-4625-9,未来在等你
978-7-5591-0667-4,我上小学了
978-7-115-49061-2,冰雪奇缘
978-7-5455-4092-5,培养孩子积极向上的精神系列绘本
978-7-5657-2298-1,中国近代新闻学名著系列丛书
978-7-5063-9836-7,悬疑世界文库
978-7-309-13995-2,马克思主义与当代中国问题
978-7-300-26070-9,“戏开始了”京剧经典美绘系列
978-7-5347-9817-7,副刊文丛
978-7-5581-5600-7,校园小超人
978-7-5131-4621-0,养成教育・新课标名著阅读
978-7-5448-5478-8,萌鸡小队双语故事书
978-7-5209-0030-0,主要国家（地区）市场监管机构和制度研究丛书
978-7-5126-6124-0,清风絮语
978-7-5162-1787-0,中国古代大案探奇录
978-7-5387-5660-9,“我的青春我的梦”全国中学生校园美文精品集萃丛书
978-7-5301-4918-8,蒲公英中国儿童文学名家精品丛书
978-7-5562-3681-7,“文房四宝”说国学
978-7-02-013973-6,茅盾文学奖获奖作品全集
978-7-5051-4434-7,“十三五”全国工会干部教育培训丛书
978-7-5596-1332-5,百年经典・英语绘本课程包
978-7-5439-7761-7,传统文化修养丛书
978-7-5546-1288-0,《家在常熟》文学丛书
978-7-213-08909-1,且读
978-7-5399-8613-5,乒乒乓乓
978-7-5525-4182-3,海马典藏书系
978-7-5126-6643-6,青涩集
978-7-01-020203-7,马列主义经典作家文库
978-7-5652-2593-2,国学掌上诵读本
978-7-5171-2851-9,国粹文丛
978-7-5701-0250-1,米花糖注音童话
978-7-5484-3767-3,走近古典品人生
978-7-5583-1016-4,中国童年
978-7-5097-6113-7,世界经济黄皮书
978-7-201-13756-8,当代儿童作家童话精选
978-7-5521-1586-4,蒙古《格斯尔》丛书
978-7-300-26373-1,马克思主义研究丛书
978-7-03-059292-7,社会物理学系列
978-7-5493-7342-0,中国儿童文学名家经典
978-7-5126-6752-5,大竹县部门志
978-7-5575-4008-1,七色花童书坊
978-7-03-058389-5,旅游地理论与实践探索丛书
978-7-5104-6701-1,幼学启蒙丛书
978-7-5126-6349-7,日暖文灿
978-7-202-13049-0,尿布猪小弟行为认知训练
978-7-5518-1777-6,国学经典10元本
978-7-5120-3283-5,中华萧氏总谱
978-7-5508-2453-9,中华经典国学读本丛书
978-7-5562-4048-7,周锐幽默王国系列
978-7-5414-9191-7,点亮心灯・世界语文教科书精选读本
978-7-5126-6538-5,博雅书香
978-7-5507-2336-8,宠物物语丛书
978-7-5702-0272-0,世界文学名著名译典藏
978-7-5445-5389-6,冰心奖获奖作家佳作丛书
978-7-5447-7566-3,壹力文库系列
978-7-5484-3812-0,《读者》签约作家美文合集
978-7-5347-9688-3,20世纪中国古代文化经典域外传播研究书系
978-7-5474-2702-6,琅治目?
978-7-5315-7699-0,中华经典蒙学大系 : 权威注译版・彩图注音
978-7-5201-3299-2,街道蓝皮书
978-7-5139-1822-0,经典随身读
978-7-208-15154-3,勉仁斋丛书
978-7-215-11794-5,牧野作家方阵
978-7-5126-6059-5,张家口文学艺术家文萃
978-7-5695-0077-6,中小学生阅读文库
978-7-5201-3971-7,品牌蓝皮书
978-7-5126-6774-7,雪北香南
978-7-5200-0231-8,语言启蒙绘本
978-7-5148-5101-4,少年特种兵 : 典藏版
978-7-5448-5475-7,萌鸡小队双语故事书
978-7-5126-6253-7,情系华夏
978-7-5597-0815-1,爱的教育 : 亲爱的笨笨猪系列图画书
978-7-5126-6465-4,婺苑戏魂
978-7-5317-4125-1,张恨水经典作品集
978-7-5148-4904-2,九神鹿绘本馆
978-7-5034-9977-7,民国通俗小说典藏文库
978-7-5148-4795-6,快乐小公主
978-7-5537-8953-8,青少年人文轻阅读
978-7-04-049862-2,新发展理念研究
978-7-203-10277-9,近代散佚戏曲文献集成
978-7-5607-6264-7,法治中国创新研究
978-7-5498-3894-3,意林・轻文库
978-7-301-25719-7,关键人物
978-7-5321-6477-6,上海老作家文丛
978-7-218-12806-1,岭南文化知识书系
978-7-122-32410-8,人物形象设计专业教学丛书
978-7-5080-9402-1,蔡东藩中国历代通俗演义
978-7-5409-7552-4,中国农村文库
978-7-03-059872-1,互联网、大数据与人工智能伦理丛书
978-7-202-13574-7,不一样的猪小弟
978-7-5567-0496-5,闽水泱泱 : 福建师范大学文学院文学创作丛书
978-7-5378-5583-9,蒲县文化丛书
978-7-5304-9356-4,竹兜育儿亲子绘本
978-7-5312-4514-8,中国三大史诗・江格尔
978-7-5317-4205-0,灵韵龙乡旅游文化系列丛书
978-7-313-20487-5,昂立外语托福课程系列
978-7-5409-8050-4,蓝・诗文丛
978-7-5704-0635-7,中华优秀传统文化
978-7-5126-6773-0,星空集
978-7-208-15138-3,逻各斯丛书
978-7-5095-8696-9,北京国家会计学院中国管理会计实践与创新丛书
978-7-02-013775-6,教育部统编《语文》推荐阅读丛书
978-7-5141-8879-0,转型时代的中国财经战略论丛
978-7-115-47301-1,图灵程序设计丛书
978-7-5301-5441-0,小学生必读经典文库 : 拼音美绘本
978-7-5313-5420-8,百年百部中篇正典
978-7-5016-1364-9,黄蓓佳非常成长系列
978-7-5477-3088-1,我爱幼儿园 : 儿童行为习惯培养系列绘本
978-7-5562-4049-4,周锐幽默王国系列
978-7-5137-1275-0,熊猫和小鼹鼠“中华美德小榜样”
978-7-5126-6349-7,日暖文灿
978-7-100-16233-3,学生国学丛书新编
978-7-5108-6518-3,高级电商网络推广师
978-7-5126-6056-4,心之韵
978-7-5493-7925-5,中国民间传统原创绘本
978-7-5593-3289-9,我爱我家
978-7-5514-1895-9,名家美文系列
978-7-02-014576-8,二十世纪欧美文论丛书
978-7-5321-6671-8,宁肯文集
978-7-5336-8749-6,金色童年悦读书系
978-7-5148-4892-2,经典国学故事
978-7-305-19427-6,九色鹿・儿童文学名家获奖作品系列精选
978-7-5132-5104-4,中医养生重点专科名医科普丛书
978-7-5126-6853-9,沧浪文集
978-7-02-013988-0,茅盾文学奖获奖作品全集
978-7-5538-0933-5,中国古典小说普及文库
978-7-5580-4598-1,超级飞侠4
978-7-122-32027-8,帮帮龙出动恐龙探险队
978-7-5597-0846-5,同桌冤家走天下
978-7-5396-6402-6,当代名家精品珍藏
978-7-5120-3273-6,湖南省文艺人才扶持“三百工程”系列丛书
978-7-5586-0935-0,中国民间经典故事绘本系列
978-7-5445-5058-1,无障碍阅读版
978-7-5046-7873-7,乡村振兴战略科技惠农丛书
978-7-5086-8707-0,中国道路丛书
978-7-5126-6097-7,蒲公英
978-7-5682-5817-3,漫画中国
978-7-5104-6354-9,何建明文集
978-7-5131-4158-1,文心经典阅读书系
978-7-5126-6125-7,黄土地
978-7-100-16924-0,文字与文明译丛
978-7-5443-8355-4,邢增仪文集
978-7-5126-6213-1,云门文丛
978-7-5472-5067-9,德惠市档案馆古旧档案整理丛书
978-7-300-25901-7,新视界商务英语系列教材
978-7-5560-7510-2,写给孩子的经典名著 : 有声版
978-7-5671-3441-6,中国傩戏剧本集成
978-7-5584-0783-3,刘健屏儿童文学精品书系
978-7-5012-5701-0,柯林斯雅思分级词汇系列丛书
978-7-5666-1124-6,翌平绘本
978-7-5137-1483-9,熊猫和小鼹鼠学会交朋友图画故事书
978-7-5365-8783-0,小马宝莉大电影拼读故事书
978-7-305-18925-8,保冬妮绘本珍兽馆
978-7-5126-6711-2,华星秋月
978-7-5126-6822-5,香茶时光
978-7-5387-5718-7,“我的青春我的梦”全国中学生校园美文精品集萃丛书
978-7-111-59210-5,华章经典・金融投资
978-7-5599-0900-8,亲近经典
978-7-5554-0926-7,文华丛书
978-7-5594-2780-9,部编教材指定阅读
978-7-5462-2727-6,课本名家美文精选
978-7-5126-6438-8,燕飞集
978-7-02-014242-2,刘庆邦长篇小说
978-7-5332-9620-9,明天原创图画书
978-7-5680-3931-4,大师思想集萃
978-7-214-22419-4,国学经典权威版本全注新译精讲丛书
978-7-5110-3224-9,中国传统修身故事绘本
978-7-5346-5818-1,超级侦探
978-7-111-61497-5,天勤计算机考研高分笔记系列
978-7-5688-4522-9,民族之魂
978-7-5137-1409-9,超级飞侠3环球冒险科学故事
978-7-203-10294-6,近代散佚戏曲文献集成
978-7-5695-0260-2,中小学生阅读文库
978-7-5166-4327-3,龙母文化系列
978-7-119-11470-5,读懂中国
978-7-5637-3702-4,书香巅峰
978-7-5409-7688-0,圣立作家文丛
978-7-5595-1466-0,幼儿学前绘本故事
978-7-5126-6540-8,清凉的风
978-7-5597-0826-7,胡小闹日记 : 升级经典版
978-7-101-13599-2,吕思勉历史作品系列
978-7-5194-4520-1,岭南作家文丛
978-7-5439-7701-3,民国海派文化经典
978-7-5596-2102-3,陶小淘日记
978-7-5597-0910-3,小机灵鬼系列
978-7-5691-0154-6,贵州诗人丛书
978-7-5470-4822-1,万卷楼国学经典 : 升级版
978-7-5002-8623-3,霹雳贝贝之父金品集
978-7-5704-0643-2,中华优秀传统文化
978-7-5180-5175-5,国际时尚设计丛书
978-7-5126-6129-5,新时代探索集
978-7-5365-9285-8,梦比优斯奥特曼经典传奇故事
978-7-111-60552-2,阅读启蒙 : 乔伊・考利英语绘本精选
978-7-5099-1044-3,党内法规学习丛书
978-7-5049-9782-1,农信社（农商银行）业务操作指引丛书
978-7-5486-1400-5,先秦诸子丛书
978-7-208-15598-5,中国断代史系列
978-7-121-34550-0,新零售时代电商实战
978-7-5313-5498-7,中国诗人
978-7-5597-0421-4,管家琪纯真年代系列
978-7-5321-6627-5,潮声书系
978-7-221-12836-2,阅读123
978-7-5455-3548-8,中国少儿必读金典
978-7-5110-3252-2,中国传统修身故事绘本
978-7-5350-7502-4,新文学经典
978-7-5491-1847-2,笨笨狼童书坊
978-7-110-09668-0,童话游鼓浪屿
978-7-111-59926-5,幼儿情商启蒙绘本
978-7-5126-6258-2,诗文九家
978-7-202-13327-9,西柏坡时期中国共产党历史文献整理与研究丛书
978-7-5623-5760-5,陈春花文集
978-7-5507-2550-8,本色文丛
978-7-5201-2488-1,中国社会科学院重点学科
978-7-5671-0446-4,子竹诗集
978-7-5390-6284-6,扶志扶智迈向新时代
978-7-5594-1416-8,2017作家文集
978-7-5699-2477-0,中华经典轻松读
978-7-300-26054-9,工商管理经典译丛
978-7-5484-4320-9,民国三大奇书 : 图文版
978-7-111-61026-7,沪江名指导
978-7-5201-2524-6,改革开放研究丛书
978-7-5575-4084-5,无障碍阅读红色经典系列丛书
978-7-5126-5967-4,素语初心
978-7-5367-7798-9,宁蒗彝族文化丛书
978-7-5218-0123-1,纪念改革开放40年丛书
978-7-80258-251-4,自强不息中国梦丛书
978-7-301-29226-6,汉语风中文分级系列读物
978-7-5671-3161-3,中华经典国学智慧丛书
978-7-5201-2213-9,中国劳动关系学院青年学者文库
978-7-5126-6223-0,灯下拾花
978-7-209-11434-9,鲁冰花园
978-7-5518-1759-2,国学经典10元本
978-7-5492-5926-7,小脚鸭人格培养小绘本
978-7-5339-5384-3,名著阅读力养成丛书
978-7-5080-9358-1,西方传统 : 经典与解释
978-7-221-13024-2,阅读123
978-7-5707-0251-0,加油吧，少年系列

